y,u_x0.00,v_x0.00,T_x0.00,u_x0.40,v_x0.40,T_x0.40,u_x1.00,v_x1.00,T_x1.00,u_x5.00,v_x5.00,T_x5.00,u_x10.00,v_x10.00,T_x10.00,u_x16.00,v_x16.00,T_x16.00
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.02,1.0,0.0,0.0,0.4331297861985936,0.011172885362239824,0.6635552836515739,0.2745888055866305,0.0014478679553582307,0.7905498261620968,0.1699337298889352,0.00011046566513582243,0.8915635202014766,0.144511927206222,3.9103456673519273e-05,0.9171239801711484,0.13183158411387366,1.8739281050015547e-05,0.9305977167914439
0.04,1.0,0.0,0.0,0.7296137733404577,0.02317139346730311,0.39326104972324594,0.5227822940496637,0.004535319544894886,0.587465605810479,0.32947604999444724,0.000352540774747125,0.7834853000727511,0.28174707239858854,0.0001243781726611386,0.834369228553346,0.25802320672655665,5.927403381566701e-05,0.8612555962632686
0.06,1.0,0.0,0.0,0.906319593453232,0.03192584647819904,0.2170913103809945,0.7263628762466848,0.008838277366069172,0.4086912777250194,0.47759591625460684,0.000754886378288507,0.6769466948744308,0.41111816071420343,0.0002666723366892559,0.7521327355040949,0.37798247007372526,0.00012667216207518016,0.792168526441692
0.08,1.0,0.0,0.0,1.0017430190337613,0.0364968047031754,0.11402898604972869,0.8776470723147118,0.012671733645582937,0.2670052365298065,0.6130795744346655,0.0012544709765070865,0.5736920530023039,0.5320770650383587,0.000446016006468523,0.6710280466036359,0.49124811663826273,0.00021155630259059484,0.7236438408300108
0.1,1.0,0.0,0.0,1.0491803759673488,0.037978791976996405,0.05750665376685795,0.9800076681055827,0.015648464867835277,0.16502670714057763,0.7346397755908629,0.0018346010319472915,0.4758581008523474,0.6441074644903233,0.0006605897397914458,0.5918591364532704,0.5974701647275334,0.00031361289120976013,0.6560930679840361
0.12,1.0,0.0,0.0,1.0701006151449044,0.03759951613579787,0.027985607704936764,1.0437923620994982,0.017416337845316907,0.09706177641218788,0.8412240961925358,0.0024378540960302963,0.38560933547790366,0.7467633058726983,0.0008951453690075971,0.5155455605008655,0.6963935945492372,0.000426399703620628,0.5900051210237045
0.14,1.0,0.0,0.0,1.0773319333659803,0.036101985946120387,0.013172077194433201,1.0803365972427295,0.018236394870617553,0.05460466232726625,0.9322146336306472,0.003026298743049654,0.30482603008087833,0.8396866005463547,0.0011410473396607414,0.4430537495292619,0.7878334291817141,0.0005468285452221716,0.5259223189158817
0.16,1.0,0.0,0.0,1.0778713100633646,0.034099761888186655,0.006007734468869989,1.0992680631080411,0.018286469346263743,0.02948830705974591,1.007617293773882,0.0035511702823720474,0.23480588789059537,0.9226521403236313,0.0013840456149730722,0.3753089793365449,0.8716698512272344,0.0006691340255379723,0.4644074211307383
0.18,1.0,0.0,0.0,1.0754169464468128,0.03184405252718094,0.002658282060686589,1.1075989310894239,0.01785043700604079,0.015331983147735963,1.068107180352191,0.003980786812344957,0.1761128413680035,0.9956020802953952,0.0016129511714804206,0.313117276633189,0.9478489551928689,0.0007888241333552928,0.40601166847221076
0.2,1.0,0.0,0.0,1.0717997595772906,0.02953459372811676,0.001142388859139842,1.1099745334629665,0.01709027342607668,0.007692065487165916,1.114969862341613,0.004289840114357807,0.12855750533569935,1.0586776391268478,0.0018153409444241345,0.25709513371853204,1.0163924742579045,0.0009004181929627866,0.35124114411572455
0.22,1.0,0.0,0.0,1.0678977776418603,0.027228708676593452,0.0004771849982169968,1.1092469870016581,0.016150217012425333,0.003730813712198635,1.1499380513265791,0.004469676968635072,0.09131353492919062,1.1122309433381499,0.001981573253497243,0.20762298874486088,1.077407291327417,0.0009992086332630218,0.3005272290488537
0.24,1.0,0.0,0.0,1.0641016597745883,0.02497633994503621,0.00019387684391695517,1.107061137239627,0.015102418494130134,0.001751969086904051,1.1749855492216839,0.004521406314568906,0.06310911756552869,1.1568187438300461,0.002103414642509296,0.16482342228580266,1.1310934473602428,0.0010805143636794998,0.2542018545344696
0.26,1.0,0.0,0.0,1.0605741485531137,0.022781891179550026,7.66556871442651e-05,1.1043137973263124,0.013999788152721862,0.0007975337424524309,1.1921207986542135,0.004456706219704591,0.04244436748324405,1.1931753535743508,0.0021757715775864864,0.12856752432547616,1.1777464332543095,0.001140523353042966,0.21248082780531255
0.28,1.0,0.0,0.0,1.0573712748433284,0.02065269056944763,2.9506086693323637e-05,1.1014671997992929,0.012865724343411015,0.000352284127673423,1.20322035665257,0.004292019609331685,0.027785436313085575,1.2221703942177888,0.002196028705968716,0.09850466639690385,1.2177532307805017,0.0011760865069722255,0.17545591015237022
0.3,1.0,0.0,0.0,1.0545039819196778,0.018582799811578992,1.1059393162867802e-05,1.0987460347431635,0.011716035600929006,0.00015110995264705913,1.20991867268814,0.004046632773702027,0.017709935920469818,1.2447566953016793,0.002164437346317476,0.07410996361599413,1.2515814302586972,0.0011851010047251758,0.1430964338715933
0.32,1.0,0.0,0.0,1.0519646037268555,0.01656915422506223,4.037033205505668e-06,1.0962511179443193,0.010556897511592826,6.29796135299948e-05,1.2135560856851395,0.0037391016362066654,0.01099455410177937,1.2619158680117086,0.002083420384600151,0.05474088779359341,1.27976250570234,0.001166422837500069,0.11525963631768625
0.34,1.0,0.0,0.0,1.0497393699544966,0.014604970310396604,1.435193822557095e-06,1.0940223409914953,0.00939250723359634,2.551508345264542e-05,1.2151743919574236,0.003386093642002564,0.006650831251641144,1.2746077418904584,0.001957251604676433,0.0396952581514109,1.3028705952835142,0.0011199711046393853,0.09170841751572216
0.36,1.0,0.0,0.0,1.0478133103444276,0.012685017686281766,4.968627390823586e-07,1.0920710145037982,0.008224373896512292,1.0050911302637734e-05,1.2155448277046204,0.003001170750832172,0.003921983954193388,1.2837285982845343,0.0017913284162482496,0.028263885989594423,1.321498723372547,0.0010466090892856798,0.07213445277234326
0.38,1.0,0.0,0.0,1.0461723891801862,0.010803065033969354,1.674751845168651e-07,1.090396225961667,0.007053670925556041,3.85030002625243e-06,1.2152130995520676,0.002594855628681408,0.002255776178409214,1.2900808155197105,0.0015916752251017732,0.019773524051119637,1.3362343122995668,0.000948080984123394,0.05618445229524353
0.4,1.0,0.0,0.0,1.044804230253616,0.00895360665883955,5.4943354195533484e-08,1.0889924484353797,0.005880900644588778,1.4344643916034355e-06,1.2145492353357579,0.0021747630273681183,0.0012664827959861864,1.2943545033381532,0.0013643967026921858,0.013618064504639937,1.347635679598572,0.0008268527271096065,0.04348734441846742
0.42,1.0,0.0,0.0,1.0436983729721139,0.007130910975347328,1.7536917907094704e-08,1.0878531437211254,0.004706552816051763,5.197660774211249e-07,1.2137941060729964,0.0017461902788201216,0.0006954552099308855,1.297119891191819,0.0011153416323676985,0.009278112850643654,1.3562107894477726,0.0006859805242857705,0.03368047873107497
0.44,1.0,0.0,0.0,1.04284632400004,0.005329570641496156,5.4449762138555035e-09,1.0869723036199836,0.0035309624205474054,1.8329151381662945e-07,1.213098344509615,0.0013126146880953606,0.0003759939637810953,1.2988280554133003,0.0008498588045513074,0.006330637205368603,1.36239908113194,0.0005289575985823052,0.026433355516574907
0.46,1.0,0.0,0.0,1.0422415733996397,0.0035441698013055885,1.6516145562741511e-09,1.0863452352301306,0.0023544720250970584,6.337617915855591e-08,1.2125522698377371,0.0008762438468887523,0.0002051442149429192,1.299816965297744,0.0005727223468640357,0.004451350778983163,1.3665567435946278,0.00035959100512215295,0.021467866238442598
0.48,1.0,0.0,0.0,1.041879676933825,0.0017694027698302837,5.188008496025465e-10,1.0859690234789836,0.0011773891163750546,2.3024910449639106e-08,1.2122071974932425,0.00043842530962740666,0.0001229554435603576,1.3003197723955033,0.0002881636863941459,0.0034128081210289245,1.368945459741201,0.00018189348637464802,0.018574445965416728
0.5,1.0,0.0,0.0,1.0417585954215396,2.793916728892889e-17,2.732109710209028e-10,1.0858429938591174,3.1215140299221886e-17,1.351753395785013e-08,1.2120892930128764,-4.608158971619458e-17,9.866490575967034e-05,1.3004726088263545,-7.876837323953467e-17,0.0030810162722761697,1.3697244333474408,-4.1326108995085367e-17,0.01762385084166675
0.52,1.0,0.0,0.0,1.041879676933825,-0.0017694027698302306,5.188008496025458e-10,1.0859690234789834,-0.001177389116374983,2.3024910449639112e-08,1.2122071974932422,-0.0004384253096273901,0.00012295544356035742,1.3003197723955036,-0.0002881636863942784,0.003412808121028933,1.368945459741201,-0.0001818934863747063,0.018574445965416735
0.54,1.0,0.0,0.0,1.04224157339964,-0.003544169801305497,1.651614556274149e-09,1.0863452352301304,-0.002354472025097053,6.337617915855596e-08,1.212552269837737,-0.0008762438468887495,0.00020514421494291876,1.2998169652977443,-0.0005727223468641909,0.0044513507789831815,1.3665567435946278,-0.00035959100512223345,0.0214678662384426
0.56,1.0,0.0,0.0,1.04284632400004,-0.005329570641496102,5.4449762138554986e-09,1.0869723036199834,-0.003530962420547338,1.8329151381662966e-07,1.213098344509615,-0.001312614688095344,0.0003759939637810946,1.2988280554133003,-0.0008498588045514555,0.006330637205368627,1.3623990811319402,-0.0005289575985823716,0.026433355516574917
0.58,1.0,0.0,0.0,1.0436983729721139,-0.007130910975347224,1.753691790709469e-08,1.0878531437211254,-0.004706552816051712,5.197660774211256e-07,1.2137941060729964,-0.001746190278820187,0.0006954552099308843,1.297119891191819,-0.0011153416323678247,0.009278112850643684,1.3562107894477726,-0.0006859805242858268,0.03368047873107498
0.6,1.0,0.0,0.0,1.044804230253616,-0.008953606658839477,5.494335419553347e-08,1.08899244843538,-0.005880900644588654,1.4344643916034363e-06,1.2145492353357574,-0.002174763027368138,0.0012664827959861847,1.2943545033381536,-0.0013643967026923387,0.013618064504639973,1.347635679598572,-0.0008268527271096699,0.04348734441846743
0.62,1.0,0.0,0.0,1.0461723891801864,-0.010803065033969265,1.6747518451686508e-07,1.0903962259616675,-0.0070536709255559285,3.850300026252434e-06,1.2152130995520671,-0.0025948556286815223,0.002255776178409212,1.2900808155197112,-0.001591675225101887,0.01977352405111968,1.3362343122995668,-0.0009480809841234547,0.05618445229524356
0.64,1.0,0.0,0.0,1.0478133103444278,-0.012685017686281792,4.968627390823585e-07,1.0920710145037984,-0.008224373896512207,1.0050911302637737e-05,1.2155448277046201,-0.00300117075083226,0.003921983954193383,1.2837285982845346,-0.0017913284162483802,0.028263885989594482,1.321498723372547,-0.001046609089285751,0.07213445277234332
0.66,1.0,0.0,0.0,1.0497393699544968,-0.014604970310396637,1.4351938225570947e-06,1.0940223409914953,-0.009392507233596315,2.5515083452645434e-05,1.2151743919574236,-0.003386093642002651,0.006650831251641138,1.274607741890459,-0.001957251604676523,0.03969525815141097,1.3028705952835145,-0.0011199711046394434,0.09170841751572222
0.68,1.0,0.0,0.0,1.0519646037268555,-0.016569154225062308,4.037033205505667e-06,1.0962511179443193,-0.010556897511592762,6.297961352999483e-05,1.2135560856851393,-0.003739101636206701,0.010994554101779361,1.2619158680117086,-0.0020834203846002764,0.05474088779359347,1.2797625057023398,-0.0011664228375001188,0.11525963631768633
0.7000000000000001,1.0,0.0,0.0,1.0545039819196778,-0.018582799811579,1.1059393162867799e-05,1.0987460347431637,-0.01171603560092898,0.00015110995264705916,1.2099186726881401,-0.00404663277370209,0.017709935920469815,1.244756695301679,-0.002164437346317574,0.07410996361599421,1.251581430258697,-0.0011851010047252096,0.14309643387159338
0.72,1.0,0.0,0.0,1.0573712748433284,-0.020652690569447702,2.9506086693323617e-05,1.1014671997992933,-0.012865724343411055,0.0003522841276734229,1.20322035665257,-0.004292019609331706,0.027785436313085568,1.2221703942177886,-0.0021960287059688147,0.09850466639690393,1.217753230780502,-0.0011760865069722808,0.17545591015237033
0.74,1.0,0.0,0.0,1.0605741485531135,-0.022781891179550075,7.665568714426509e-05,1.1043137973263124,-0.013999788152721869,0.0007975337424524308,1.1921207986542133,-0.00445670621970459,0.042444367483244046,1.1931753535743506,-0.002175771577586609,0.12856752432547622,1.1777464332543093,-0.0011405233530430339,0.21248082780531266
0.76,1.0,0.0,0.0,1.0641016597745887,-0.02497633994503621,0.00019387684391695514,1.107061137239627,-0.015102418494130132,0.0017519690869040507,1.1749855492216836,-0.004521406314568919,0.06310911756552869,1.156818743830046,-0.0021034146425093856,0.16482342228580274,1.1310934473602428,-0.0010805143636795306,0.25420185453446975
0.78,1.0,0.0,0.0,1.0678977776418603,-0.027228708676593532,0.00047718499821699655,1.1092469870016584,-0.01615021701242532,0.003730813712198636,1.149938051326579,-0.0044696769686350555,0.09131353492919064,1.1122309433381499,-0.0019815732534973073,0.2076229887448609,1.0774072913274173,-0.0009992086332630396,0.3005272290488539
0.8,1.0,0.0,0.0,1.0717997595772906,-0.029534593728116815,0.0011423888591398413,1.1099745334629667,-0.017090273426076656,0.0076920654871659175,1.1149698623416129,-0.004289840114357822,0.1285575053356994,1.0586776391268475,-0.0018153409444242254,0.257095133718532,1.0163924742579045,-0.0009004181929627924,0.3512411441157246
0.8200000000000001,1.0,0.0,0.0,1.0754169464468128,-0.03184405252718102,0.002658282060686588,1.1075989310894239,-0.01785043700604076,0.015331983147735966,1.068107180352191,-0.003980786812344972,0.1761128413680035,0.995602080295395,-0.001612951171480511,0.31311727663318895,0.9478489551928688,-0.00078882413335529,0.40601166847221076
0.84,1.0,0.0,0.0,1.0778713100633646,-0.034099761888186725,0.006007734468869986,1.0992680631080411,-0.01828646934626369,0.02948830705974593,1.007617293773882,-0.0035511702823721,0.2348058878905954,0.9226521403236312,-0.0013840456149731267,0.3753089793365449,0.8716698512272343,-0.0006691340255379868,0.4644074211307383
0.86,1.0,0.0,0.0,1.0773319333659805,-0.03610198594612045,0.0131720771944332,1.0803365972427295,-0.018236394870617522,0.05460466232726626,0.932214633630647,-0.003026298743049606,0.30482603008087833,0.8396866005463546,-0.0011410473396608058,0.44305374952926185,0.7878334291817141,-0.0005468285452221854,0.5259223189158817
0.88,1.0,0.0,0.0,1.0701006151449044,-0.037599516135797886,0.02798560770493675,1.043792362099498,-0.017416337845316907,0.09706177641218793,0.8412240961925358,-0.002437854096030342,0.3856093354779037,0.7467633058726982,-0.0008951453690076574,0.5155455605008654,0.6963935945492371,-0.00042639970362063685,0.5900051210237045
0.9,1.0,0.0,0.0,1.0491803759673486,-0.03797879197699641,0.05750665376685793,0.9800076681055825,-0.015648464867835218,0.1650267071405777,0.7346397755908631,-0.0018346010319472768,0.4758581008523475,0.6441074644903234,-0.0006605897397915165,0.5918591364532703,0.5974701647275332,-0.0003136128912097553,0.656093067984036
