# Modelo: Navier-Stokes 2D Completo | Re: 1500.00 | Pr: 7.00
x,u_central,du_central_dx,du_dy_wall,T_central,dT_central_dx,dT_dy_wall,p_central,T_bulk,dT_bulk_dx
0.0,1.0,0.570117446375199,800.0,0.0,2.938037759778017e-06,-800.0,4.13333038383143,0.0,0.23809002768442097
0.2,1.1140234892750398,0.5102493967630024,116.01221391311032,5.876075519556035e-07,5.76085729143931e-06,-142.11330375199296,4.13333038383143,0.047618005536884195,0.14507799979730387
0.4,1.204099758705201,0.29253432422650594,94.00701155353379,2.3043429165757244e-06,1.381805129471617e-05,-97.03663678379203,3.8781969121960542,0.05803119991892156,0.03820941786096117
0.6000000000000001,1.2310372189656422,0.17032379056013314,73.57169885298104,6.114828069842074e-06,2.6768002504942788e-05,-82.01382290238558,3.9130521422832736,0.06290177268126868,0.029238554660690447
0.8,1.2722292749292543,0.1519669992741739,72.53415592198049,1.3011543918552838e-05,4.575440691938818e-05,-73.83153788148826,3.8046067954597964,0.06972662178319773,0.02777658182700468
1.0,1.2918240186753118,0.1054761116941414,65.3336742403792,2.441659083759734e-05,7.179109863959822e-05,-68.34987393404263,3.796128961000441,0.07401240541207055,0.023953007570306495
1.2000000000000002,1.314419719606911,0.08927787667615039,64.35168440933921,4.172798337439214e-05,0.00010571457043316724,-64.32765042217116,3.7362590845158303,0.07930782481132033,0.023504463676026932
1.4000000000000001,1.327535169345772,0.06392143253253568,60.98397782821772,6.670241901086424e-05,0.0001483813901685805,-61.21453106407495,3.713371247793858,0.08341419088248134,0.021466940993776024
1.6,1.3399882926199254,0.05011651194910849,59.94626770001893,0.00010108053944182431,0.0002004347997618113,-58.694379189917356,3.672539332480903,0.08789460120883073,0.021000411125378482
1.8,1.3475817741254152,0.0343454390162754,58.0891070605375,0.00014687633891558873,0.0002625878322260247,-56.60783728765182,3.646066324551067,0.09181435533263273,0.01984065551107711
2.0,1.3537264682264354,0.023778190520535425,57.16681920983543,0.00020611567233223414,0.00033536574566160333,-54.833421469429574,3.613609896505883,0.09583086341326158,0.019382023669265946
2.2,1.3570930503336291,0.013448549925611175,55.998884628231316,0.0002810226371802301,0.0004193367838819952,-53.30437933154597,3.587062716737958,0.0995671648003391,0.018663839795736742
2.4000000000000004,1.3591058881966798,0.00579842072760739,55.23434569801342,0.0003738503858850324,0.0005149049989344559,-51.96370283406431,3.558759428744031,0.10329639933155628,0.018262500116537933
2.6,1.3594124186246719,-0.0011118592287875373,54.42189970404229,0.00048698463675401235,0.0006224622907793114,-50.7768499417967,3.5330866850665337,0.10687216484695425,0.017781804521355082
2.8000000000000003,1.358661144505165,-0.006492461316398135,53.79950618637065,0.0006228353021967571,0.0007422468993972084,-49.71348815543681,3.5071009305135727,0.11040912114009833,0.01745248388740922
3.0,1.3568154340981124,-0.01115383669796799,53.19046253310419,0.0007838833965128955,0.0008744346257697393,-48.75335620057566,3.4824093149454285,0.11385315840191791,0.017111968367252928
3.2,1.354199609825978,-0.014876064279363277,52.68010390795287,0.000972609152504653,0.001019054096066532,-47.878788929519,3.4578536090143555,0.1172539084869995,0.016849574505792275
3.4000000000000004,1.3508650083863671,-0.01802608140708095,52.196910058634984,0.0011915050349395088,0.0011760444107175405,-47.07701105910047,3.4340097498963984,0.12059298820423484,0.016596647589499136
3.6,1.3469891772631455,-0.0205746251389054,51.76995004992113,0.0014430269167916689,0.0013453495709567537,-46.33701021706642,3.4104059926491996,0.12389256752279913,0.016385043394535337
3.8000000000000003,1.3426351583308052,-0.02270491549283271,51.36886234019925,0.0017296448633222104,0.0015269094064778894,-45.650304583915435,3.387237666851391,0.127147005562049,0.016184179483806904
4.0,1.3379072110660122,-0.024436723547289763,51.00219186142093,0.002053790679382824,0.0017203928374200875,-45.009619656023766,3.36430275826698,0.13036623931632185,0.016005542182049082
4.2,1.3328604689118895,-0.02586525250398619,50.656114478572,0.002417801998290246,0.001925281895848916,-44.40916292563086,3.341659681147379,0.13354922243486866,0.015837407991622532
