# Modelo: Navier-Stokes 2D Completo | Re: 1500.00 | Pr: 1.00
x,u_central,du_central_dx,du_dy_wall,T_central,dT_central_dx,dT_dy_wall,p_central,T_bulk,dT_bulk_dx
0.0,1.0,0.5837141699842252,500.0,0.0,0.0038131049305451642,-500.0,6.087382818341497,0.0,0.4710181472855821
0.2,1.116742833996845,0.5278690237301165,113.74327729392617,0.0007626209861090328,0.006927825471892638,-89.90160222377646,6.087382818341497,0.09420362945711643,0.3255178191892267
0.4,1.2111476094920466,0.31309271708830266,93.27367141386435,0.0027711301887570557,0.014528518036507667,-58.26073708181267,5.8254535047286,0.1302071276756907,0.15114746025558337
0.6000000000000001,1.2419799208321662,0.18914133285705992,74.39035818052847,0.006574028200712102,0.023862651956589848,-47.52568807725166,5.855144143633159,0.1546626135593498,0.12241211549364994
0.8,1.2868041426348706,0.1706814334617297,73.44383060737698,0.012316190971392995,0.03382436887281717,-41.87010553040427,5.741331790774102,0.17917197387315068,0.11097478485568124
1.0,1.310252494216858,0.12479029675209619,66.9394099150152,0.02010377574983897,0.04356839909333836,-38.066866521636655,5.7274203430547015,0.19905252750162228,0.09967245347591847
1.2000000000000002,1.3367202613357092,0.10922002622992144,66.16433019172553,0.029743550608728343,0.052366084626199134,-35.35445527847736,5.661993552489468,0.21904095526351805,0.09442303082239001
1.4000000000000001,1.3539405047088269,0.08466182067902217,63.232788305845624,0.04105020960031863,0.05995120451860242,-33.24261947849483,5.6332529238962525,0.2368217398305783,0.08824847506196809
1.6,1.3705849896073181,0.07156329493690228,62.43714691681597,0.053724032416169305,0.06615308430646562,-31.55908335741453,5.586548781143971,0.2543403452883053,0.08468101988012378
1.8,1.3825658226835877,0.056521653727732435,60.907851096914044,0.06751144332290487,0.07105443472649847,-30.15646829186963,5.553895047357631,0.2706941477826278,0.08080301738069251
2.0,1.393193651098411,0.04656393957735894,60.229046084898954,0.08214580630676868,0.07475054317231311,-28.96853908791719,5.515242509180323,0.28666155224058226,0.0780773011320608
2.2,1.4011913985145312,0.03681218591189328,59.33524583629173,0.09741166059183012,0.07742093441295503,-27.935708452098194,5.482247512512965,0.3019250682354521,0.07534357645837642
2.4000000000000004,1.4079185254631683,0.02963129456577418,58.804923395567656,0.11311418007195073,0.07921973882833894,-27.025278724323254,5.44745708005763,0.3167989828239329,0.07314821282521855
2.6,1.4130439163408406,0.023142376068313375,58.23589001295139,0.12909955612316568,0.08031089695339416,-26.20847418640354,5.415106882360128,0.3311843533655395,0.07103545135729405
2.8000000000000003,1.417175475890494,0.018096785023906214,57.836337401372035,0.14523853885330842,0.08082759612523543,-25.4670355199178,5.382384647365131,0.34521316336685054,0.06919523490422808
3.0,1.4202826303504028,0.013722720307884018,57.45116390991962,0.1614305945732598,0.08089057481256068,-24.785406680420174,5.350813422887689,0.35886244732723066,0.06744635368406926
3.2,1.4226645640136477,0.010223117730698394,57.15316536481328,0.17759476877833275,0.08059585907858535,-24.152739447579563,5.319309578555937,0.3721917048404783,0.06584893123362545
3.4000000000000004,1.4243718774426821,0.007255158522596172,56.88056741193123,0.193668938204694,0.08002460065514466,-23.560017316700044,5.288406637829599,0.38520201982068086,0.06432842853867682
3.6,1.425566627422686,0.004844896187176317,56.65718830793079,0.20960460904039058,0.0792406962692041,-23.000580169542094,5.257673351262582,0.39792307625594897,0.06290037247390068
3.8000000000000003,1.4263098359175528,0.002825337176853626,56.45720514104843,0.2253652167123757,0.07829622425336091,-22.468984008262083,5.227285631442844,0.4103621688102412,0.061532426938341045
4.0,1.4266967622934272,0.0011730864628067827,56.287207071214915,0.2409230987417349,0.07723194576014925,-21.96106621107974,5.197063241848969,0.42253604703128533,0.0602260988356178
4.2,1.4267790705026757,-0.00020118995932572048,56.13562014437327,0.2562579950164354,0.0760803905058407,-21.473454243928714,5.167055839018805,0.43445260834448834,0.05896635842107467
4.4,1.426616286309697,-0.001328777036980533,56.00331789319929,0.2713552549440712,0.07486689156185755,-21.003514286781378,5.137182604622077,0.4461225903997152,0.05775112495709456
4.6000000000000005,1.4262475596878834,-0.0022616998583582237,55.88464002506893,0.2862047516411785,0.07361138348428942,-20.549120000187326,5.107450917331329,0.4575530583273262,0.05657287729858851
4.800000000000001,1.4257116063663537,-0.003027155733592135,55.77881702581273,0.300799808337787,0.07232931445076352,-20.10858714095326,5.0778212038945005,0.4687517413191506,0.05542923911011122
