y,u_x0.00,v_x0.00,T_x0.00,u_x0.40,v_x0.40,T_x0.40,u_x1.00,v_x1.00,T_x1.00,u_x5.00,v_x5.00,T_x5.00,u_x10.00,v_x10.00,T_x10.00,u_x16.00,v_x16.00,T_x16.00
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.002,1.0,0.0,0.0,0.1865473428277287,0.0004624614061101252,0.8834785258363747,0.13387881983003042,4.4753194466131197e-05,0.9238662669567267,0.11136562525679652,-7.255888621996291e-06,0.9606388931602979,0.10869111716617808,-7.077349620761027e-06,0.9768624987893928,0.10649867878140787,-5.683373143867395e-06,0.9879988374092314
0.004,1.0,0.0,0.0,0.3556076069602514,0.001086116585764326,0.7679236471680584,0.26164378367829927,0.000123739290804955,0.8478343994828685,0.21829642800007523,-1.3559963301982194e-05,0.9212962775442476,0.21304265375723155,-1.3705081221468484e-05,0.9537350873555616,0.20869075976829685,-1.1018195157533424e-05,0.9760020809586726
0.006,1.0,0.0,0.0,0.5062524251190705,0.0019293202699368146,0.6563651075682028,0.3828122764320917,0.0002613103509263866,0.7722572158012534,0.32077821227526454,-1.8130534001422502e-05,0.8820175109107268,0.3130479208927775,-1.94927731286011e-05,0.9306433929131702,0.3065754782690053,-1.569984380882778e-05,0.9640223627228423
0.008,1.0,0.0,0.0,0.6379049439487317,0.0028395619920434786,0.5520160533754019,0.49681377745384164,0.00044206351293892666,0.697675723740377,0.41879513555939396,-2.1190512288380847e-05,0.8428725412823638,0.40869957906898396,-2.4499737760673415e-05,0.9076274116583662,0.4001514100005766,-1.9770017682239274e-05,0.952079937282338
0.01,1.0,0.0,0.0,0.7507193766798881,0.0037179627894301376,0.4573548012385509,0.603086014053631,0.0006541576431223708,0.6247808108951894,0.5123300964181348,-2.2871788381614364e-05,0.8039541053655666,0.4999896531366534,-2.874210118571257e-05,0.8847404415539882,0.48941646873711664,-2.32375506458424e-05,0.9402021130783461
0.012,1.0,0.0,0.0,0.8456237292982165,0.0044963868758161486,0.3737920253271684,0.7011477889916443,0.0008847742698337823,0.5543505069184733,0.6013653096880273,-2.3326951936242567e-05,0.7653757239456289,0.586909624084938,-3.224260156126126e-05,0.8620479317586575,0.5743679640507321,-2.6116715208044327e-05,0.9284226428493536
0.014,1.0,0.0,0.0,0.9241377535812613,0.005135228608365768,0.3017375561151332,0.7906504846564454,0.0011208565604805619,0.4871760248290862,0.6858828909224068,-2.271797098782595e-05,0.7272695402767315,0.6694505201421913,-3.502552880898667e-05,0.8396262570895324,0.6550026606485392,-2.8423327647938178e-05,0.9167810751233836
0.016,1.0,0.0,0.0,0.9881278386656132,0.0056168060498763255,0.24083756926638739,0.8714128222213633,0.0013496771542762813,0.42398805761230884,0.7658654558157684,-2.1216280025549916e-05,0.6897839864720074,0.7476030134874475,-3.711718712452109e-05,0.8175614114053362,0.7313168439441019,-3.0175105682216103e-05,0.9053220635871976
0.018000000000000002,1.0,0.0,0.0,1.0395864638899823,0.005939010407910858,0.19024029396119138,0.943438456390022,0.0015595705262775972,0.3653949819556968,0.8412967147986674,-1.9000675358499543e-05,0.6530812814442045,0.8213575206607145,-3.8545782515578516e-05,0.7959476200296469,0.8033063903531725,-3.139158796454782e-05,0.8940946342447283
