# Modelo: Navier-Stokes 2D Completo | Re: 2000.00 | Pr: 1.00
x,u_central,du_central_dx,du_dy_wall,T_central,dT_central_dx,dT_dy_wall,p_central,T_bulk,dT_bulk_dx
0.0,1.0,0.10248603116178368,50.0,0.0,1.6755535412411233e-10,-50.0,0.6268931393325972,0.0,0.14015801188059146
0.2,1.0204972062323567,0.10439648855384887,27.687424425363353,3.351107082482247e-11,6.830274275522569e-10,-24.926620079127225,0.6268931393325972,0.028031602376118292,0.10121664569901777
0.4,1.0417585954215396,0.09283468159526631,21.65648930992968,2.732109710209028e-10,3.268993772270865e-09,-16.822235817421305,0.585213215797954,0.04048665827960712,0.04882380121214658
0.6000000000000001,1.0576310788704635,0.08245202016390518,16.895549084116148,1.3411085797331691e-09,1.1097628130914349e-08,-13.295651959197164,0.5828238514150712,0.04756112286097693,0.03295368162398547
0.8,1.0747394034871018,0.07052978747163463,15.265917249185653,4.712262223386641e-09,3.044106344529241e-08,-11.597904288961702,0.5519605768303081,0.05366813092920131,0.027177538693801698
1.0,1.0858429938591174,0.057022109342889316,13.729440279331525,1.351753395785013e-08,7.181744862730226e-08,-10.472508691895161,0.5463314012424271,0.05843213833849761,0.0234355480767669
1.2000000000000002,1.0975482472242575,0.051461020765382504,13.004756867933818,3.343924167430757e-08,1.5182459429793593e-07,-9.687723025531774,0.5282101392896804,0.06304235015990806,0.021586130279267868
1.4000000000000001,1.1064274021652707,0.044620481079242325,12.251693276057509,7.424737167702451e-08,2.947336443242315e-07,-9.06981789232933,0.5209865742902396,0.06706659045020477,0.019829760132055674
1.6,1.1153964396559544,0.041639530545743764,11.78956967900785,1.513326994040001e-07,5.344578006209501e-07,-8.580668796400708,0.5089606857283603,0.07097425421273032,0.018737160237825734
1.8,1.1230832143835683,0.0380820823483945,11.324322013839929,2.8803049192540446e-07,9.160626688264508e-07,-8.17065036868761,0.5013858168994456,0.07456145454533507,0.017653137246221445
2.0,1.1306292725953122,0.03609430611977782,10.985916156653792,5.177577669345803e-07,1.497234185700334e-06,-7.825798460017341,0.49213631461459867,0.0780355091112189,0.016875318883928986
2.2,1.1375209368314794,0.03394124796305542,10.66010542286559,8.869241662055384e-07,2.349220144489916e-06,-7.526502098003679,0.48478168964869406,0.08131158209890665,0.016122530231387627
2.4000000000000004,1.1442057717805343,0.0324522063169006,10.397504693884155,1.4574458247305475e-06,3.5573033938904715e-06,-7.265587216949992,0.4769447450045336,0.08448452120377395,0.015527494366521705
2.6,1.1505018193582395,0.030966121227226306,10.151394250846222,2.3098455237617257e-06,5.220804674811017e-06,-7.033890572343221,0.46999283092149735,0.08752257984551531,0.01496547612774582
2.8000000000000003,1.156592220271425,0.029791952398968924,9.940609822085284,3.5457676946549554e-06,7.452364348949789e-06,-6.827115454031329,0.4629914088617394,0.09047071165487229,0.014491783735757602
3.0,1.1624186003178267,0.028672538668974568,9.745235393475774,5.2907912633416384e-06,1.037689058183482e-05,-6.640430393710056,0.4564610137788841,0.09331929333981834,0.01405030623133538
3.2,1.168061235739015,0.0277191002064594,9.571743418701477,7.696523927388886e-06,1.4129767346682384e-05,-6.471065038120344,0.4500260776120075,0.09609083414740646,0.013662567203430453
3.4000000000000004,1.1735062404004106,0.026827566889989107,9.41121532104709,1.0942698202014597e-05,1.8854908621731385e-05,-6.316214336928422,0.4438815642116272,0.09878432022119052,0.013302771345358538
3.6,1.1787922624950102,0.026035551293813075,9.265470067929021,1.5238487376081434e-05,2.4702236564298954e-05,-6.17401343617161,0.43787153760340736,0.10141194268554986,0.012978397140237435
3.8000000000000003,1.1839204609179361,0.025298544437760473,9.130244461236638,2.0823592827734182e-05,3.1825193300006346e-05,-6.0427019663838735,0.4320659430683453,0.1039756790772855,0.01267712313242797
4.0,1.1889116802701143,0.024627372914047374,9.005701760873198,2.796856469608396e-05,4.037792758196917e-05,-5.9209836015702235,0.426396723993978,0.10648279193852103,0.012400874922439964
4.2,1.1937714100835553,0.024001524811697372,8.889627542405972,3.6974763860521855e-05,5.051267869838729e-05,-5.807683201462332,0.42088619369492164,0.1089360290462615,0.012143412098400697
4.4,1.198512290194793,0.023422489316430095,8.78166573937951,4.8173636175438895e-05,6.237708491321539e-05,-5.701874434621335,0.4155023163193758,0.11134015677788131,0.011904625144763092
4.6000000000000005,1.2031404058101274,0.022879869653475104,8.680551881724742,6.192559782580804e-05,7.611180691576422e-05,-5.602734073837645,0.4102496658833496,0.11369787910416675,0.01168109856250904
4.800000000000001,1.2076642380561833,0.022372218006871947,8.585823130848322,7.861835894174461e-05,9.184826983465587e-05,-5.509583527824363,0.40511149249186046,0.11601259620288493,0.011472088573206807
