y,u_x0.12,v_x0.12,T_x0.12,u_x0.50,v_x0.50,T_x0.50,u_x1.00,v_x1.00,T_x1.00,u_x5.00,v_x5.00,T_x5.00,u_x10.00,v_x10.00,T_x10.00,u_x16.00,v_x16.00,T_x16.00
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.02,0.6548147000827619,0.041999871932826685,0.4043741010232286,0.3689024873993804,0.005660375615230257,0.7205713878425152,0.27558002139378296,0.0012177630219974305,0.7945176109660581,0.17152293232196753,0.00011183994088550607,0.8918558717477769,0.146489452923915,3.98881659577177e-05,0.9172515862000494,0.1343342041161134,1.9007520792809986e-05,0.9306842088761074
0.04,0.9025901300375652,0.06659743961138288,0.16147864774828077,0.6703816895377104,0.015076393645702226,0.46328789841032403,0.5245998137235852,0.00399567327066389,0.5944014267591822,0.3321642239820326,0.0003556146148994361,0.7840610507303412,0.28477733807090516,0.00012553889024050996,0.8346242495403231,0.26169768500914464,5.929766205890976e-05,0.8614292226228314
0.06,0.9964938944185098,0.06901684487934757,0.062110699130736406,0.8757138510132388,0.024730413723878762,0.27009260492687387,0.7320708096823497,0.008153020424117554,0.41530341274165616,0.48110701608941653,0.000761069353911984,0.6777704429072978,0.4146500269863083,0.00026827782521879833,0.752513105746846,0.38202271049583175,0.00012622879768644504,0.7924305669874506
0.08,1.0280447639736747,0.06721600687776631,0.023269780065559565,0.99667323025178,0.030830784165065215,0.1451674413219767,0.8885706701365215,0.01211366959290285,0.2705125968802278,0.6172824763138169,0.0012667529445423242,0.5746873214079493,0.5358421611900015,0.0004492881457132919,0.6715256745484844,0.495267185569602,0.00021135458150053563,0.7239942120745587
0.1,1.0362776547848185,0.0613416907673337,0.008400131060175833,1.0589306371081846,0.034006720816125255,0.07292353166921864,0.9946760252836585,0.01531156211234655,0.16494691865012948,0.7394697468669825,0.0018564049878758081,0.47690444736301624,0.6480074160825198,0.0006666587116096751,0.5924553271145406,0.601347835195472,0.00031428192581306843,0.6565274609894165
0.12,1.0359980563183482,0.055428871250391455,0.002926742274349506,1.0860704781383335,0.034763543004802326,0.034504578841489504,1.0595244692204655,0.01727266779402887,0.09456532522622917,0.8466157829861947,0.0024729144772824676,0.3865583827335129,0.7507775428154049,0.0009052666516241681,0.5162095214557053,0.7001440190676402,0.0004286962583705942,0.5905135325397124
0.14,1.03304591684644,0.04938117703425142,0.0009822739834523797,1.0944448409027006,0.034137011919294816,0.015466720023623245,1.0947921507715281,0.018197722374821465,0.05121450035353649,0.9380550828894612,0.0030777125017319934,0.30553214640155385,0.8438124421149662,0.0011561347492156343,0.44374401946279796,0.7915152996380267,0.0005512623515911165,0.5264887381326081
0.16,1.029517993438405,0.04394992866632755,0.0003181243498553397,1.0937755944799978,0.032707947941925955,0.006595294206940777,1.1110941714440605,0.018274609412456563,0.026298134064150488,1.013723058342722,0.003620787586305682,0.235160905776945,0.9268724396348623,0.0014047894469709835,0.3759778213616276,0.8753362481496273,0.0006760998230932786,0.4650108021974089
0.18,1.0261395720795845,0.03898198370647864,9.95074552303699e-05,1.0893128799065033,0.03089955848567434,0.0026844904524428344,1.1163611153804949,0.017819576877932782,0.012847392445997119,1.0742275247333621,0.00406847988349132,0.17607112215743956,0.9998726404538435,0.0016396570599814316,0.31371668635689703,0.9515263982340232,0.0007984999310759856,0.40662757263546717
0.2,1.0231132251365969,0.03456420845654101,3.011798695685003e-05,1.0836168623126792,0.028923328308093955,0.001045948472804408,1.1158259754194195,0.017023059644348294,0.005988056800775486,1.1208126926463813,0.004393334590489015,0.12814259364140224,1.0629266947574538,0.0018479835799614895,0.25758328805901803,1.0200775074493735,0.0009128492484190966,0.35184380389198544
0.22,1.0204678183836258,0.030592127764830248,8.83456948509632e-06,1.0778451960249698,0.026887991513119682,0.0003910147384787031,1.1126053157001743,0.016048940678383597,0.0026696307214128163,1.1552094743290309,0.0045847890468920524,0.09060573948931777,1.1163654134080718,0.002019739984441955,0.20796970878173401,1.0810718171653817,0.001014284662493489,0.3010916558233436
0.24,1.018177209267447,0.02703738279606981,2.515952756509831e-06,1.0724563031428471,0.02484666177413358,0.00014052863015730517,1.1083992092502741,0.014976124244774174,0.0011408943415277776,1.1794306838553192,0.004642773829744585,0.06222068277661071,1.1607337091010168,0.002146345226947927,0.16501365781153576,1.1346930535665716,0.0010980099946509836,0.2547058053166429
0.26,1.0162022874685372,0.023833259316232397,6.96729765063992e-07,1.067602287443595,0.022817928892402417,4.8631341809836886e-05,1.1040575083952544,0.013859777562548196,0.00046825890924511956,1.1955548486283079,0.004578670791867327,0.04149187967037209,1.1967646062674906,0.002222377827204387,0.128602272403239,1.18122871245058,0.0011600926844875289,0.21290641705979044
