x,y,u,v,p,T
0.0,0.0,0.0,0.0,0.703971398089353,1.0
0.2,0.0,0.0,0.0,0.703971398089353,1.0
0.4,0.0,0.0,0.0,0.5631006252038242,1.0
0.6000000000000001,0.0,0.0,0.0,0.5753185660607868,1.0
0.8,0.0,0.0,0.0,0.5410986881222426,1.0
1.0,0.0,0.0,0.0,0.5411736123010875,1.0
1.2000000000000002,0.0,0.0,0.0,0.5238650850920127,1.0
1.4000000000000001,0.0,0.0,0.0,0.5184712689652763,1.0
1.6,0.0,0.0,0.0,0.5068497941381329,1.0
1.8,0.0,0.0,0.0,0.4999453386518032,1.0
2.0,0.0,0.0,0.0,0.4908767079650004,1.0
2.2,0.0,0.0,0.0,0.4838158134456554,1.0
2.4000000000000004,0.0,0.0,0.0,0.47608234993472054,1.0
2.6,0.0,0.0,0.0,0.4692813680061745,1.0
2.8000000000000003,0.0,0.0,0.0,0.4623506739945153,1.0
3.0,0.0,0.0,0.0,0.45590826541476703,1.0
3.2,0.0,0.0,0.0,0.4495252590501288,1.0
3.4000000000000004,0.0,0.0,0.0,0.44343724377041904,1.0
3.6,0.0,0.0,0.0,0.43746641588419266,1.0
3.8000000000000003,0.0,0.0,0.0,0.43169985978277914,1.0
4.0,0.0,0.0,0.0,0.4260607396598047,1.0
4.2,0.0,0.0,0.0,0.42057870908070444,1.0
4.4,0.0,0.0,0.0,0.41521831250182334,1.0
4.6000000000000005,0.0,0.0,0.0,0.4099873395652636,1.0
4.800000000000001,0.0,0.0,0.0,0.4048677780743887,1.0
5.0,0.0,0.0,0.0,0.3998594216504047,1.0
5.2,0.0,0.0,0.0,0.3949519386308891,1.0
5.4,0.0,0.0,0.0,0.3901424840021671,1.0
5.6000000000000005,0.0,0.0,0.0,0.3854243385880682,1.0
5.800000000000001,0.0,0.0,0.0,0.3807940389882313,1.0
6.0,0.0,0.0,0.0,0.3762467281669535,1.0
6.2,0.0,0.0,0.0,0.37177904365990666,1.0
6.4,0.0,0.0,0.0,0.3673872000790988,1.0
6.6000000000000005,0.0,0.0,0.0,0.3630681561628722,1.0
6.800000000000001,0.0,0.0,0.0,0.35881881530929977,1.0
7.0,0.0,0.0,0.0,0.35463649322960794,1.0
7.2,0.0,0.0,0.0,0.35051857893704447,1.0
7.4,0.0,0.0,0.0,0.3464627183804292,1.0
7.6000000000000005,0.0,0.0,0.0,0.3424666666575454,1.0
7.800000000000001,0.0,0.0,0.0,0.3385283568115666,1.0
8.0,0.0,0.0,0.0,0.33464583243232976,1.0
8.200000000000001,0.0,0.0,0.0,0.33081727055023924,1.0
8.4,0.0,0.0,0.0,0.3270409486848896,1.0
8.6,0.0,0.0,0.0,0.32331524986372545,1.0
8.8,0.0,0.0,0.0,0.3196386448970829,1.0
9.0,0.0,0.0,0.0,0.3160096908399357,1.0
9.200000000000001,0.0,0.0,0.0,0.31242702033799735,1.0
9.4,0.0,0.0,0.0,0.3088893380320273,1.0
9.600000000000001,0.0,0.0,0.0,0.30539541343724563,1.0
9.8,0.0,0.0,0.0,0.30194407701814024,1.0
10.0,0.0,0.0,0.0,0.2985342150111461,1.0
10.200000000000001,0.0,0.0,0.0,0.2951647657824444,1.0
10.4,0.0,0.0,0.0,0.29183471583881243,1.0
10.600000000000001,0.0,0.0,0.0,0.2885430966412734,1.0
10.8,0.0,0.0,0.0,0.28528898141618664,1.0
11.0,0.0,0.0,0.0,0.28207148243206664,1.0
11.200000000000001,0.0,0.0,0.0,0.2788897483910132,1.0
11.4,0.0,0.0,0.0,0.27574296212019334,1.0
11.600000000000001,0.0,0.0,0.0,0.2726303384054179,1.0
11.8,0.0,0.0,0.0,0.269551122035714,1.0
12.0,0.0,0.0,0.0,0.2665045859841314,1.0
12.200000000000001,0.0,0.0,0.0,0.26349002974648805,1.0
12.4,0.0,0.0,0.0,0.26050677779991493,1.0
12.600000000000001,0.0,0.0,0.0,0.25755417818450105,1.0
12.8,0.0,0.0,0.0,0.25463160118664047,1.0
13.0,0.0,0.0,0.0,0.2517384381208096,1.0
13.200000000000001,0.0,0.0,0.0,0.2488741001965213,1.0
13.4,0.0,0.0,0.0,0.2460380174653261,1.0
13.600000000000001,0.0,0.0,0.0,0.24322963783894372,1.0
13.8,0.0,0.0,0.0,0.24044842617337298,1.0
14.0,0.0,0.0,0.0,0.23769386341255205,1.0
14.200000000000001,0.0,0.0,0.0,0.23496544578704184,1.0
14.4,0.0,0.0,0.0,0.23226268406289668,1.0
14.600000000000001,0.0,0.0,0.0,0.22958510283693273,1.0
14.8,0.0,0.0,0.0,0.226932239874663,1.0
15.0,0.0,0.0,0.0,0.2243036454877934,1.0
15.200000000000001,0.0,0.0,0.0,0.22169888194835774,1.0
